NAAC,Current course,upskill,course_hs,Shares country_hs,ranking,salary
B+,"BE in cse,electronics,IT,Telecom",Managment,IT,CANADA,196,43400
B+,"BE in cse,electronics,IT,Telecom",Art,Engineering,CANADA,95,52000
B+,BE in Datascience,none,Finance,INDIA,132,45800
NO GRADE,"BE in cse,electronics,IT,Telecom",none,Management,OTHER ASIAN COUNTRY,61,49400
A+,B.Sc,IT,Economics,OTHER ASIAN COUNTRY,77,50800
B++,BE in others,Finance,none,UK,107,44800
A,"BE in cse,electronics,IT,Telecom",Finance,Engineering,US,134,50600
D,PG in finance,none,Finance,CANADA,199,34100
B++,PG in finance,Datascience,others,UK,39,56100
A++,BCom,none,Finance,UK,80,44500
C,PG in finance,Managment,Engineering,CANADA,183,43700
B++,BE in Datascience,Art,Economics,US,96,56900
B++,PG in datascience,Art,IT,AUSTRALIA,31,63900
A+,PG in datascience,Datascience,Engineering,AUSTRALIA,33,63700
A++,BA,Art,Engineering,INDIA,83,57700
D,B.Sc,IT,others,OTHER ASIAN COUNTRY,155,39000
B++,PG in HR,Finance,Management,GERMANY,14,63600
C,PG in datascience,IT,none,INDIA,139,46600
B+,"BE in cse,electronics,IT,Telecom",Art,Engineering,AUSTRALIA,78,58200
NO GRADE,BA,Managment,IT,GERMANY,33,62700
B+,"BE in cse,electronics,IT,Telecom",Finance,none,UK,113,45200
B,BE in Datascience,none,Engineering,OTHER ASIAN COUNTRY,130,44500
B,BCom,Managment,Engineering,GERMANY,153,46700
C,PG in Marketing,Datascience,others,UK,79,52100
A+,"BE in cse,electronics,IT,Telecom",none,none,US,199,35100
B++,CA,none,none,GERMANY,88,45200
A,PG in datascience,Art,none,AUSTRALIA,51,55900
NO GRADE,BE in others,Managment,Finance,AUSTRALIA,78,55200
B++,PG in HR,Datascience,none,CANADA,26,57900
A+,BA,Art,none,OTHER EUROPIAN COUNTRY,24,54600
B+,BE in Datascience,none,none,none,161,34900
A+,CA,none,IT,US,63,54700
NO GRADE,BCom,Managment,Engineering,none,92,48800
B++,B.Sc,Managment,Management,none,157,40300
A+,BE in others,Managment,Finance,AUSTRALIA,45,58500
B++,PG in datascience,Managment,Finance,AUSTRALIA,27,61300
A+,PG in HR,Art,Management,US,35,63500
B,PG in datascience,Art,IT,UK,49,58600
A++,PG in Marketing,Managment,Engineering,AUSTRALIA,80,58500
C,"BE in cse,electronics,IT,Telecom",none,Finance,GERMANY,9,55600
A+,PG in finance,Datascience,Finance,GERMANY,121,50400
B+,BE in others,Datascience,none,none,164,38600
C,PG in datascience,IT,Engineering,none,3,59700
B+,B.Sc,none,Economics,OTHER EUROPIAN COUNTRY,125,41000
B,PG in Marketing,Art,others,OTHER EUROPIAN COUNTRY,30,55000
A+,BA,Datascience,IT,none,184,44100
A,BE in Datascience,Finance,none,none,28,52200
C,BA,Datascience,Management,OTHER EUROPIAN COUNTRY,79,54100
A++,PG in finance,Managment,Finance,OTHER ASIAN COUNTRY,87,50800
A,B.Sc,Datascience,Economics,GERMANY,128,49200
A++,PG in finance,Datascience,IT,UK,108,53700
NO GRADE,PG in finance,IT,Finance,AUSTRALIA,51,58400
A+,BA,IT,IT,US,109,55600
B,BE in others,IT,IT,OTHER EUROPIAN COUNTRY,183,43200
D,"BE in cse,electronics,IT,Telecom",none,Management,OTHER EUROPIAN COUNTRY,84,47100
A,PG in Marketing,Art,others,AUSTRALIA,22,60300
B,PG in Marketing,none,Economics,OTHER ASIAN COUNTRY,155,41500
A,BA,IT,none,US,60,54500
NO GRADE,BCom,none,Engineering,CANADA,152,38800
A++,BE in Datascience,Finance,Economics,GERMANY,54,59100
A,PG in Marketing,Art,Economics,INDIA,5,65500
NO GRADE,PG in Marketing,none,Economics,US,91,51400
C,PG in Marketing,Finance,Finance,US,29,58600
B,BCom,Art,none,OTHER ASIAN COUNTRY,201,33900
D,BCom,none,IT,CANADA,169,38100
C,PG in Marketing,Managment,Management,none,6,58900
A,BE in Datascience,Datascience,none,INDIA,104,52100
B++,BE in Datascience,Managment,Economics,AUSTRALIA,200,48000
B,PG in HR,Art,none,UK,41,56400
B++,PG in datascience,none,Finance,INDIA,16,56400
A,B.Sc,Managment,none,CANADA,95,44000
B+,CA,none,Economics,AUSTRALIA,147,46800
B++,BCom,Finance,Economics,US,103,51700
B,CA,IT,others,OTHER EUROPIAN COUNTRY,82,49800
A++,"BE in cse,electronics,IT,Telecom",IT,Engineering,US,51,59900
A++,B.Sc,Art,others,OTHER EUROPIAN COUNTRY,103,44200
D,"BE in cse,electronics,IT,Telecom",Finance,Finance,OTHER ASIAN COUNTRY,107,47300
B+,B.Sc,none,IT,GERMANY,57,50800
B,"BE in cse,electronics,IT,Telecom",Datascience,Finance,AUSTRALIA,122,52300
C,BCom,IT,Engineering,US,160,46500
B++,BA,IT,Engineering,INDIA,149,51100
NO GRADE,"BE in cse,electronics,IT,Telecom",none,others,GERMANY,150,40500
B+,BE in others,IT,none,none,110,43000
D,PG in datascience,IT,IT,US,37,62300
NO GRADE,PG in finance,Datascience,others,UK,68,53200
B,BCom,Managment,others,INDIA,60,54000
A++,B.Sc,Managment,Management,OTHER EUROPIAN COUNTRY,187,38800
A,BCom,Art,Finance,OTHER EUROPIAN COUNTRY,124,44100
B++,BE in others,Managment,Finance,none,72,49800
A,BE in others,none,Management,none,84,44600
A,PG in finance,Art,Economics,GERMANY,155,49000
B++,PG in datascience,Finance,others,US,47,55800
D,CA,Managment,Economics,AUSTRALIA,21,64900
A,BE in others,none,Finance,UK,40,50000
B,CA,Managment,Management,INDIA,114,53600
B+,PG in finance,Managment,others,INDIA,181,44400
A++,B.Sc,none,Engineering,CANADA,5,52500
B++,BCom,none,none,US,114,41100
D,BA,none,Economics,AUSTRALIA,16,60400
A+,PG in datascience,Datascience,Economics,OTHER ASIAN COUNTRY,163,46700
C,BE in Datascience,IT,others,AUSTRALIA,145,49000
D,PG in HR,IT,Finance,none,176,42900
A+,BCom,none,IT,none,149,38600
NO GRADE,B.Sc,Art,none,none,109,40600
D,BE in others,Datascience,others,none,83,48200
D,BCom,none,Engineering,UK,199,35100
D,"BE in cse,electronics,IT,Telecom",Datascience,none,none,116,44400
A+,PG in HR,none,Engineering,US,153,47700
B++,PG in HR,IT,Economics,CANADA,159,49100
A++,BE in others,none,IT,US,154,44600
NO GRADE,BE in others,Datascience,Engineering,INDIA,168,48700
B+,PG in finance,Finance,Management,UK,81,52400
A++,PG in Marketing,Managment,none,OTHER ASIAN COUNTRY,99,47100
B+,BE in others,none,Economics,OTHER ASIAN COUNTRY,159,40100
NO GRADE,PG in datascience,Art,Management,GERMANY,8,62200
NO GRADE,BCom,Datascience,others,AUSTRALIA,102,50800
A,B.Sc,Finance,Management,CANADA,170,39000
A,"BE in cse,electronics,IT,Telecom",Art,IT,OTHER EUROPIAN COUNTRY,29,59600
A+,BE in others,Art,Engineering,OTHER EUROPIAN COUNTRY,146,45900
A+,PG in finance,none,Engineering,CANADA,114,45100
D,PG in Marketing,IT,Engineering,OTHER EUROPIAN COUNTRY,130,48500
C,BCom,Datascience,IT,US,8,63700
B+,PG in Marketing,Managment,Engineering,GERMANY,156,48900
A++,BA,Art,others,INDIA,95,53000
NO GRADE,CA,Finance,Management,OTHER EUROPIAN COUNTRY,102,49300
C,BE in Datascience,Art,Economics,none,186,42900
B++,CA,Datascience,Engineering,OTHER ASIAN COUNTRY,78,54700
D,PG in HR,Finance,none,OTHER EUROPIAN COUNTRY,182,40300
C,B.Sc,IT,Finance,US,60,53000
B+,B.Sc,Managment,none,OTHER ASIAN COUNTRY,121,41400
A++,BA,Managment,none,GERMANY,3,59700
A++,CA,IT,IT,AUSTRALIA,139,53100
B+,BA,Managment,Management,UK,140,48500
C,BE in Datascience,none,Management,GERMANY,140,45000
B+,B.Sc,none,none,CANADA,155,32500
D,BCom,none,none,OTHER ASIAN COUNTRY,181,30900
C,BE in Datascience,Managment,Finance,AUSTRALIA,199,45100
B,BA,Finance,none,OTHER ASIAN COUNTRY,173,38700
A++,BE in Datascience,Datascience,Management,US,75,58500
A++,PG in HR,none,Finance,UK,185,39500
A+,PG in Marketing,Art,Finance,GERMANY,153,46200
B++,BE in Datascience,none,Economics,OTHER ASIAN COUNTRY,123,45700
NO GRADE,BE in Datascience,Datascience,Management,INDIA,119,54600
A++,BE in Datascience,Managment,IT,UK,17,63300
A++,PG in HR,Datascience,Finance,OTHER ASIAN COUNTRY,200,43000
B++,"BE in cse,electronics,IT,Telecom",Art,Finance,OTHER ASIAN COUNTRY,184,40600
A++,BCom,Datascience,Engineering,GERMANY,66,55900
A,PG in Marketing,IT,Management,GERMANY,139,49100
D,BE in others,IT,Management,none,11,56900
D,PG in datascience,Managment,Economics,OTHER EUROPIAN COUNTRY,7,61800
A+,B.Sc,none,IT,AUSTRALIA,46,53900
B+,BE in others,Art,none,none,92,44800
B,PG in datascience,Finance,Management,INDIA,151,48400
B+,BE in Datascience,Datascience,Finance,UK,33,58700
C,PG in Marketing,none,Engineering,UK,5,57000
NO GRADE,BE in Datascience,Datascience,Management,AUSTRALIA,97,57300
B,BCom,Datascience,none,INDIA,5,58500
NO GRADE,PG in datascience,Managment,Engineering,none,34,57100
NO GRADE,BE in Datascience,none,IT,INDIA,180,44500
A++,PG in finance,none,IT,US,153,45700
B++,CA,Managment,none,GERMANY,193,40200
C,"BE in cse,electronics,IT,Telecom",IT,Engineering,GERMANY,57,58300
B+,BCom,Datascience,others,UK,25,55000
A,PG in finance,Datascience,Economics,OTHER ASIAN COUNTRY,97,53300
A+,PG in Marketing,Art,Economics,AUSTRALIA,134,53100
A+,PG in HR,IT,others,UK,101,51900
B,"BE in cse,electronics,IT,Telecom",Art,IT,AUSTRALIA,132,53800
A++,PG in finance,Managment,Finance,GERMANY,97,52300
A++,BA,Managment,none,UK,196,38900
B,BE in others,IT,Management,AUSTRALIA,84,55600
A++,PG in Marketing,none,Management,AUSTRALIA,191,40900
D,CA,Managment,others,AUSTRALIA,165,46500
A++,PG in finance,IT,Engineering,AUSTRALIA,196,46400
A+,"BE in cse,electronics,IT,Telecom",Art,none,OTHER EUROPIAN COUNTRY,5,56000
B++,"BE in cse,electronics,IT,Telecom",none,Finance,UK,79,47100
D,"BE in cse,electronics,IT,Telecom",Managment,IT,US,20,64500
NO GRADE,PG in datascience,Managment,Finance,OTHER ASIAN COUNTRY,64,53100
A,BE in others,Datascience,Finance,CANADA,69,52100
NO GRADE,PG in finance,Datascience,Engineering,OTHER EUROPIAN COUNTRY,91,53400
D,BCom,Managment,Finance,GERMANY,8,58700
B,BCom,Managment,Engineering,US,132,49800
B+,CA,IT,Management,UK,63,55200
B,BA,Finance,Engineering,INDIA,79,57100
B,PG in finance,Finance,Management,UK,148,45700
C,CA,Datascience,IT,CANADA,104,53100
C,"BE in cse,electronics,IT,Telecom",Managment,others,GERMANY,16,59400
B+,PG in Marketing,Datascience,Engineering,AUSTRALIA,41,62900
B++,BA,Datascience,Engineering,CANADA,30,60000
A++,PG in Marketing,none,Economics,OTHER ASIAN COUNTRY,119,45100
A,PG in datascience,none,Economics,UK,70,51000
C,BA,Art,Management,CANADA,63,54700
A,"BE in cse,electronics,IT,Telecom",Managment,Finance,INDIA,87,54800
A+,PG in finance,none,Management,INDIA,190,40500
A,BCom,Managment,others,UK,176,39400
B+,CA,Datascience,Engineering,INDIA,39,62600
C,"BE in cse,electronics,IT,Telecom",none,Engineering,GERMANY,137,45300
A,PG in HR,Managment,others,none,126,47400
B,B.Sc,Managment,Economics,UK,62,53800
A+,BE in others,IT,Management,OTHER EUROPIAN COUNTRY,43,55200
B++,"BE in cse,electronics,IT,Telecom",Finance,IT,INDIA,94,56100
D,PG in HR,none,others,AUSTRALIA,53,55200
A+,PG in datascience,Managment,others,none,167,40300
B+,PG in datascience,Finance,Management,AUSTRALIA,108,53200
B+,BE in others,IT,Engineering,GERMANY,45,58500
A,PG in HR,none,Engineering,none,54,52600
B++,PG in HR,none,Economics,AUSTRALIA,173,47200
A+,B.Sc,Art,Management,INDIA,17,59300
A++,PG in finance,Finance,none,OTHER EUROPIAN COUNTRY,189,36600
D,PG in finance,Art,Management,none,43,54700
NO GRADE,B.Sc,Datascience,IT,CANADA,95,50500
A++,BA,none,Finance,AUSTRALIA,135,45500
B+,B.Sc,IT,others,OTHER EUROPIAN COUNTRY,132,41300
B+,BA,Finance,Economics,none,4,59600
C,BCom,none,Engineering,GERMANY,115,45000
A++,BCom,Managment,Economics,INDIA,6,63400
D,BA,Managment,Management,OTHER EUROPIAN COUNTRY,20,59500
NO GRADE,PG in HR,Managment,others,AUSTRALIA,47,61300
B++,BE in Datascience,IT,others,CANADA,37,55300
B++,PG in HR,Managment,Engineering,none,174,46100
B++,PG in datascience,Datascience,Management,US,115,53500
B+,BA,Managment,IT,none,12,60800
B,BCom,Datascience,Finance,CANADA,157,41800
B+,PG in Marketing,none,Finance,CANADA,8,53200
B++,BCom,Managment,Engineering,AUSTRALIA,3,63700
B+,PG in finance,Datascience,Management,US,44,60600
B++,PG in Marketing,Managment,Engineering,AUSTRALIA,172,49300
C,PG in Marketing,Finance,none,AUSTRALIA,153,44700
A++,BE in others,Finance,Engineering,US,47,58300
D,CA,Finance,IT,CANADA,133,48200
D,BE in others,Datascience,others,US,118,49700
A++,BE in others,Finance,Management,US,133,48700
B+,"BE in cse,electronics,IT,Telecom",IT,Management,none,48,54200
A++,BE in others,Managment,others,OTHER EUROPIAN COUNTRY,45,53000
B+,BE in others,Managment,none,US,68,52700
A++,BA,Managment,Economics,UK,89,55100
B++,CA,Finance,others,AUSTRALIA,35,58000
C,BA,Datascience,none,OTHER EUROPIAN COUNTRY,36,54400
A,BA,IT,Management,CANADA,154,45600
C,BE in Datascience,Managment,Finance,OTHER EUROPIAN COUNTRY,102,50300
B+,CA,Finance,Engineering,AUSTRALIA,136,51400
B++,PG in datascience,Datascience,Economics,none,138,47700
D,BA,none,Economics,OTHER EUROPIAN COUNTRY,191,38400
A+,CA,Finance,none,OTHER ASIAN COUNTRY,74,48100
B,PG in datascience,Managment,Engineering,AUSTRALIA,155,51000
NO GRADE,PG in finance,Art,Finance,UK,84,51600
A+,B.Sc,Finance,none,GERMANY,17,52800
B++,BCom,Datascience,Management,UK,21,57900
A+,B.Sc,Finance,IT,OTHER ASIAN COUNTRY,81,49900
B++,CA,Art,Finance,OTHER EUROPIAN COUNTRY,121,46900
A,PG in finance,Art,Finance,OTHER ASIAN COUNTRY,63,52700
B,PG in datascience,IT,others,OTHER EUROPIAN COUNTRY,135,44500
C,PG in datascience,none,Economics,INDIA,188,42200
C,B.Sc,IT,none,none,180,33500
B,PG in datascience,Art,others,GERMANY,86,51900
D,PG in HR,IT,none,UK,35,57000
B,BE in others,none,Engineering,INDIA,192,40300
A,BA,Managment,IT,OTHER ASIAN COUNTRY,172,46300
B+,BE in others,Finance,Management,GERMANY,197,41300
A,BE in others,Art,Engineering,none,116,47400
NO GRADE,BE in others,Managment,Economics,CANADA,49,56600
C,BCom,none,Economics,OTHER ASIAN COUNTRY,127,41800
A+,PG in finance,IT,others,none,67,49800
C,PG in HR,Art,Engineering,UK,119,53600
D,PG in datascience,Managment,none,OTHER ASIAN COUNTRY,88,48200
D,PG in Marketing,IT,Economics,GERMANY,17,62800
C,BE in Datascience,Datascience,Engineering,UK,61,58400
B++,B.Sc,none,others,CANADA,79,41600
B++,PG in finance,Art,others,AUSTRALIA,39,58600
C,CA,Managment,Management,INDIA,177,47300
B++,"BE in cse,electronics,IT,Telecom",IT,Management,US,74,56600
B++,PG in datascience,IT,others,AUSTRALIA,144,48100
B++,PG in HR,Managment,Management,OTHER ASIAN COUNTRY,16,62400
A,PG in Marketing,Managment,others,GERMANY,149,46100
NO GRADE,PG in datascience,Datascience,IT,GERMANY,10,65000
B+,PG in datascience,Datascience,Management,US,158,49200
A++,PG in finance,Art,Management,GERMANY,1,62900
A,BCom,Datascience,IT,OTHER EUROPIAN COUNTRY,157,45300
B++,PG in datascience,none,Finance,none,18,50700
NO GRADE,PG in datascience,Datascience,none,INDIA,87,52800
B+,"BE in cse,electronics,IT,Telecom",Finance,Management,GERMANY,76,54400
A++,CA,Art,Engineering,OTHER ASIAN COUNTRY,14,60100
D,CA,Datascience,Economics,UK,95,54500
D,PG in datascience,Datascience,none,none,169,39100
NO GRADE,BA,IT,Engineering,UK,138,49200
D,PG in finance,Managment,Finance,CANADA,48,54700
D,PG in Marketing,Datascience,others,AUSTRALIA,6,62900
C,"BE in cse,electronics,IT,Telecom",Datascience,Finance,US,83,55200
B++,PG in datascience,Managment,Economics,UK,199,43600
NO GRADE,"BE in cse,electronics,IT,Telecom",IT,IT,none,90,52000
B,BE in Datascience,Finance,Engineering,none,191,40900
B+,BCom,Art,Management,OTHER ASIAN COUNTRY,2,57800
C,PG in Marketing,IT,others,AUSTRALIA,152,47300
A++,PG in datascience,Finance,Economics,AUSTRALIA,184,47100
A++,BE in others,none,IT,OTHER EUROPIAN COUNTRY,68,49700
A++,"BE in cse,electronics,IT,Telecom",IT,Engineering,GERMANY,23,61700
A,PG in finance,none,Finance,US,80,49500
NO GRADE,BE in others,Finance,Economics,US,189,44600
B++,PG in Marketing,Managment,Engineering,UK,81,54900
A,CA,Datascience,IT,UK,190,45500
A+,"BE in cse,electronics,IT,Telecom",Finance,none,INDIA,36,55900
A,PG in datascience,Finance,IT,INDIA,10,64500
A++,BE in Datascience,IT,none,OTHER ASIAN COUNTRY,42,53300
D,CA,Finance,Engineering,none,157,43300
C,"BE in cse,electronics,IT,Telecom",Datascience,Management,CANADA,49,56600
A,PG in HR,Finance,Engineering,AUSTRALIA,183,49700
NO GRADE,"BE in cse,electronics,IT,Telecom",none,IT,OTHER EUROPIAN COUNTRY,45,53000
D,BE in Datascience,Finance,others,CANADA,86,49400
D,"BE in cse,electronics,IT,Telecom",Datascience,Management,OTHER EUROPIAN COUNTRY,200,41500
A,BCom,Datascience,Management,UK,61,53900
B++,BE in others,Finance,others,US,12,58300
C,PG in Marketing,IT,none,US,81,51900
NO GRADE,BA,Finance,IT,AUSTRALIA,48,61700
NO GRADE,BA,none,Engineering,none,10,54500
B++,B.Sc,Datascience,Management,OTHER EUROPIAN COUNTRY,118,46200
A,PG in Marketing,Art,Management,US,182,45800
NO GRADE,BA,Art,Engineering,AUSTRALIA,136,52900
A,BE in others,IT,others,OTHER ASIAN COUNTRY,163,40700
A,PG in HR,Art,Management,INDIA,168,50700
B,BA,Art,Engineering,AUSTRALIA,170,49500
D,B.Sc,IT,Finance,OTHER ASIAN COUNTRY,101,45400
B,PG in datascience,Art,Finance,GERMANY,19,59600
B+,BE in others,Art,Economics,UK,148,47200
B++,"BE in cse,electronics,IT,Telecom",Art,others,CANADA,2,57800
A,BA,Art,Economics,none,19,59100
A++,PG in Marketing,Managment,others,none,52,51800
B++,PG in finance,Art,others,US,188,42700
B++,CA,IT,others,US,106,50900
NO GRADE,BE in Datascience,Managment,none,CANADA,197,38300
C,PG in finance,IT,Engineering,UK,173,45200
B+,PG in HR,Finance,Management,OTHER ASIAN COUNTRY,110,51500
A+,BCom,none,others,AUSTRALIA,112,43800
D,PG in finance,Art,Management,AUSTRALIA,72,57800
A++,CA,Finance,others,US,33,57200
A++,"BE in cse,electronics,IT,Telecom",Managment,Economics,none,129,48100
A+,BE in Datascience,none,none,OTHER ASIAN COUNTRY,101,42400
C,PG in Marketing,none,Finance,OTHER ASIAN COUNTRY,183,35700
B++,BE in others,Managment,Finance,US,180,44000
D,PG in finance,Datascience,Management,US,63,58700
A++,CA,Managment,Management,OTHER ASIAN COUNTRY,198,41200
A++,BA,Datascience,Economics,CANADA,160,47500
B++,B.Sc,IT,Economics,US,159,46100
B,BA,Art,Economics,GERMANY,32,61800
B++,PG in datascience,Datascience,Economics,CANADA,180,45000
A+,CA,Datascience,others,UK,54,54600
B,B.Sc,Art,Finance,US,194,39600
B+,BA,none,others,INDIA,145,43000
C,"BE in cse,electronics,IT,Telecom",Datascience,others,UK,155,44500
B++,"BE in cse,electronics,IT,Telecom",none,IT,UK,129,45600
A++,B.Sc,Finance,Management,CANADA,160,40000
A++,CA,Finance,Engineering,US,76,56400
A,PG in HR,IT,none,CANADA,28,56700
C,"BE in cse,electronics,IT,Telecom",none,Management,AUSTRALIA,196,40400
A++,"BE in cse,electronics,IT,Telecom",Finance,Finance,none,171,39400
B++,PG in HR,Managment,others,AUSTRALIA,170,49000
A,PG in HR,Managment,Economics,GERMANY,47,63300
B+,CA,Datascience,Economics,UK,167,47300
D,BE in Datascience,Datascience,none,US,38,58200
NO GRADE,BA,IT,Economics,INDIA,43,62200
B,CA,Finance,Management,OTHER ASIAN COUNTRY,54,54100
NO GRADE,B.Sc,Art,Management,OTHER EUROPIAN COUNTRY,2,56800
C,CA,none,Management,OTHER EUROPIAN COUNTRY,40,51500
B,PG in datascience,none,IT,UK,150,43500
C,PG in Marketing,Art,Engineering,OTHER ASIAN COUNTRY,27,58800
D,PG in Marketing,Art,IT,GERMANY,71,57900
C,PG in datascience,Datascience,others,GERMANY,91,52400
B++,BCom,Managment,Finance,CANADA,19,55100
B+,BE in others,Finance,Management,AUSTRALIA,14,61600
NO GRADE,BA,IT,Engineering,AUSTRALIA,100,56500
D,BE in Datascience,Finance,others,GERMANY,40,56500
A++,BA,none,others,OTHER EUROPIAN COUNTRY,182,35300
B++,B.Sc,IT,IT,US,195,43000
B,BE in others,Finance,Engineering,GERMANY,38,58200
A+,PG in finance,Art,Management,GERMANY,72,55800
NO GRADE,BA,none,Economics,AUSTRALIA,188,43200
B,BE in others,none,IT,CANADA,84,48100
A+,PG in HR,Datascience,Economics,CANADA,51,60900
B++,PG in Marketing,Managment,Finance,US,169,46100
D,BA,Datascience,Management,GERMANY,102,54300
B+,BE in Datascience,none,Management,CANADA,61,50400
A+,B.Sc,Finance,Engineering,GERMANY,160,43500
C,BCom,none,Management,AUSTRALIA,150,42500
NO GRADE,PG in HR,IT,Management,OTHER EUROPIAN COUNTRY,82,55300
B+,BCom,Datascience,none,GERMANY,96,47900
A,B.Sc,Finance,Management,OTHER EUROPIAN COUNTRY,20,54000
D,CA,Finance,Management,GERMANY,167,45300
B,BA,Managment,Engineering,OTHER EUROPIAN COUNTRY,43,58200
B,PG in HR,IT,others,GERMANY,65,57000
B,BE in Datascience,Datascience,Management,UK,165,47000
A++,BA,Finance,Finance,GERMANY,81,52900
NO GRADE,CA,IT,none,CANADA,127,43800
D,PG in Marketing,none,Management,GERMANY,47,53300
A+,"BE in cse,electronics,IT,Telecom",Datascience,Management,OTHER EUROPIAN COUNTRY,51,56400
A+,B.Sc,Finance,others,CANADA,51,48400
A+,CA,Art,Management,none,8,58200
A,PG in HR,Art,IT,AUSTRALIA,145,55500
C,BE in Datascience,Finance,Economics,GERMANY,157,48800
A,B.Sc,Datascience,Engineering,OTHER EUROPIAN COUNTRY,140,45000
D,PG in finance,IT,Management,OTHER EUROPIAN COUNTRY,28,57700
B++,PG in HR,Art,Engineering,GERMANY,30,64000
D,"BE in cse,electronics,IT,Telecom",IT,none,OTHER EUROPIAN COUNTRY,157,40800
B++,CA,IT,Finance,INDIA,86,54400
A++,"BE in cse,electronics,IT,Telecom",Finance,IT,US,198,45200
B,PG in finance,Art,others,none,188,37700
D,BE in Datascience,Art,Finance,OTHER ASIAN COUNTRY,142,45800
A++,PG in datascience,none,Finance,CANADA,172,36800
A+,PG in datascience,Art,none,CANADA,111,45400
A++,CA,Datascience,none,UK,177,40800
A++,BA,Managment,Management,OTHER EUROPIAN COUNTRY,150,46500
A,PG in HR,IT,others,CANADA,73,53700
B+,PG in Marketing,none,others,INDIA,148,42200
C,CA,Managment,others,GERMANY,195,41500
C,PG in Marketing,Art,none,GERMANY,80,51000
A+,B.Sc,none,IT,none,64,46100
A,"BE in cse,electronics,IT,Telecom",none,Economics,AUSTRALIA,85,53000
NO GRADE,PG in finance,Finance,none,UK,121,44400
B,BA,IT,none,US,18,58700
